Submitter,Submitter Email,Submission Date,Pre-workshop survey: What is the operating system that you will use during the course (on your laptop)?,"Pre-workshop survey: Which version of operating system are you using? If your operating system is Linux, which distribution are you using? This will help us to create more targeted installation instructions.","Pre-workshop survey: Are you using version control? If yes, which?",Pre-workshop survey: Which programming languages are you using or will you use in your projects?,Pre-workshop survey: Are you using automated testing in your programming project(s)?,"Pre-workshop survey: Are you using code coverage analysis in your programming project(s)? These are tools and services like Gcov, Cobertura, Codecov, Coveralls, Code Climate, etc.",Pre-workshop survey: Are you employing code review in your programming project(s)?,Pre-workshop survey: Are you using the Travis or Jenkins or GitLab CI continuous integration service in your programming project(s)?,Pre-workshop survey: How do you document your code?,Pre-workshop survey: Are you using a web-based repository for your code(s)? Which ones?,Pre-workshop survey: How would you describe your programming experience?,Pre-workshop survey: How comfortable are you with the Unix/Linux command line working in a terminal window?,Pre-workshop survey: Are you using an integrated development environment (IDE) for your programming project(s)?,Pre-workshop survey: Please specify your main academic discipline. Please take the entry which is closest to your main field of study/work.,Pre-workshop survey: Please select the sessions that you are most interested in.,Pre-workshop survey: What do you expect to get from this course?
,,2019-02-28 12:30:43.219412+00:00,Windows,,I don't use version control and I don't know what it is,Matlab; C,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code,I'm not using a web-based repository,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I have tried an IDE but prefer text editors for my development,"Electrical Engineering, Electronic Engineering, Information Engineering",Introduction to version control; Automated testing; Integrated development environments,
,,2019-03-19 09:07:52.748925+00:00,Linux,Linux Mint,I don't use version control but I know what it is,Python,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code,I'm not using a web-based repository,"Basic understanding and experience, I have looked through code and made minor adjustments","I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",No and I don't know what it is,Biological Sciences,Documentation; Collaborative distributed version control; Managing complexity and modular code development; Automated testing; Building portable code with CMake; Reproducible research,"Some basic frame work, who this kind of work should be performed and documented."
,,2019-03-19 09:08:07.042712+00:00,macOS,10.13,Git,Python,No but I know what it is,No and I don't know what it is,Yes,No but I know what it is,Comments in the source code; Markdown; README files,GitLab,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, Spyder, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Biological Sciences,Collaborative distributed version control; Managing complexity and modular code development; Automated testing,Want to get good coding practice
,,2019-03-19 09:09:02.753726+00:00,macOS,macOS High Sierra ver 10.13.6,I don't use version control but I know what it is,R; Perl,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code; HMTL; README files,I'm not using a web-based repository,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I have tried an IDE but prefer text editors for my development,Biological Sciences,Introduction to version control; Documentation; Collaborative distributed version control; Managing complexity and modular code development; Automated testing; Building portable code with CMake; Archaeology with Git; Git branch design; Reproducible research,"Firstly, to get a basic knowledge how to use Git and it's version control system. Secondly, information and tips, how to document your code correctly and automated testing seems also very interesting and useful."
,,2019-03-19 09:09:25.683628+00:00,Linux,Ubuntu 18.04,I don't use version control and I don't know what it is,R; Python; Perl,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code,I'm not using a web-based repository,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, Spyder, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Biological Sciences,Introduction to version control; Documentation; Jupyter notebooks; Managing complexity and modular code development; Automated testing; Archaeology with Git; Reproducible research,Learn how to code efficiently
,,2019-03-19 09:10:44.091951+00:00,Linux,Ubuntu 18.04.1 LTS,I don't use version control and I don't know what it is,R; Python,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code,I'm not using a web-based repository,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",No and I don't know what it is,Biological Sciences,Introduction to version control; Documentation; Jupyter notebooks; Collaborative distributed version control; Managing complexity and modular code development; Automated testing; Building portable code with CMake; Integrated development environments; Git branch design,
,,2019-03-19 09:11:15.226974+00:00,Linux,Centos 7,I don't use version control and I don't know what it is; I don't use version control but I know what it is,R; Python,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code,GitHub; Bitbucket,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, Spyder, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Computer and Information Sciences,Introduction to version control; Documentation; Collaborative distributed version control; Managing complexity and modular code development; Automated testing; Archaeology with Git; Git branch design; Reproducible research,"Understanding of different version controls. The best professional way to do any project, with examples."
,,2019-03-19 09:11:29.244714+00:00,Windows,Windows10,I don't use version control but I know what it is,R; Python,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code,I'm not using a web-based repository,I have no programming experience,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",No and I don't know what it is,Biological Sciences,Introduction to version control; Documentation; Collaborative distributed version control; Reproducible research,Get knowledge for what is out there and how to keep codes nicely organized and easily shared for research purposes?
,,2019-03-19 09:18:21.583995+00:00,macOS,macOS Mojave 10.14.3,I don't use version control and I don't know what it is,R; Python,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code,I'm not using a web-based repository,"Basic understanding and experience, I have looked through code and made minor adjustments","I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, Spyder, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Biological Sciences,Introduction to version control; Documentation; Integrated development environments,I would like to expand my knowledge connected to programming.
,,2019-03-19 09:29:52.501820+00:00,Windows,,I don't use version control but I know what it is,Python,No but I know what it is,No and I don't know what it is,No but I know what it is,No but I know what it is,Comments in the source code; README files,GitHub,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",No and I don't know what it is,Biological Sciences,Introduction to version control; Documentation; Jupyter notebooks; Managing complexity and modular code development; Automated testing; Integrated development environments; Archaeology with Git; Git branch design; Software licensing; Reproducible research,"I am not very experienced in this topic, all new information is welcome for me."
,,2019-03-19 09:48:28.162491+00:00,macOS,v10.13.6 (High Sierra),Git,R; Python; Other,No and I don't know what it is,No and I don't know what it is,No but I know what it is,No and I don't know what it is,Comments in the source code; HMTL; Markdown; README files,GitHub,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, Spyder, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Biological Sciences,Introduction to version control; Documentation; Collaborative distributed version control; Managing complexity and modular code development; Git branch design; Software licensing; Reproducible research,"I mainly hope to get some more experience, tips and ideas how to make the workflows for my science projects more easily manageable, portable and reproducible."
,,2019-03-19 09:51:28.102235+00:00,Linux,Ubuntu 18.10,I don't use version control but I know what it is,R; Python,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code,GitHub,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, Spyder, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Biological Sciences,Introduction to version control; Documentation; Collaborative distributed version control; Managing complexity and modular code development; Integrated development environments; Reproducible research,"To learn how to write more streamlined and understandable code, comment it more better and test it. And to understand how collaborative coding works."
,,2019-03-19 10:18:17.054943+00:00,Windows,,Git,Python,Yes,No and I don't know what it is,No but I know what it is,No and I don't know what it is,Comments in the source code,Bitbucket,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, Spyder, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Computer and Information Sciences,,
,,2019-03-19 10:29:07.705560+00:00,Windows,windows 10,Git,R; Python,No and I don't know what it is,No and I don't know what it is,No but I know what it is,No and I don't know what it is,Comments in the source code; Markdown; README files,GitHub; Bitbucket,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, Spyder, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Biological Sciences,Managing complexity and modular code development; Automated testing; Integrated development environments; Git branch design; Software licensing; Reproducible research,"Better understanding how to distribute, systematize and share the code and results"
,,2019-03-19 10:58:49.140448+00:00,Windows,Windows 10,Git,R; Python; Other,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code; README files,GitHub; Bitbucket,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, Spyder, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Earth and Related Environmental Sciences,Documentation; Managing complexity and modular code development; Automated testing; Reproducible research,New knowledge that would help me with my work with codes and that would make my codes more useful after some time and by other people.
,,2019-03-19 11:07:19.704218+00:00,Windows,Windows 7.  I also have Ubuntu on my laptop,I don't use version control but I know what it is,R; Perl,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Comments in the source code; README files,I'm not using a web-based repository,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I have tried an IDE but prefer text editors for my development,Biological Sciences,Introduction to version control; Collaborative distributed version control; Managing complexity and modular code development; Automated testing; Building portable code with CMake; Reproducible research,to know better how to organise code and be more efficient (I am a biologist with mostly self-taught R skills
,,2019-03-19 12:41:20.303555+00:00,Linux,Ubuntu 18.04 in a virtual machine on Win10,I don't use version control but I know what it is; Git,Matlab; R; Python,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No documentation; Comments in the source code; README files; Other,GitHub,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I know what IDEs are but have not tried any,Earth and Related Environmental Sciences,Introduction to version control; Documentation; Jupyter notebooks; Collaborative distributed version control; Managing complexity and modular code development; Automated testing; Reproducible research,"Hi, I'm using Matlab/Python mainly to do research/data analysis. I'm bad at documenting and versioning. Scripts get confusing, data/script management is a mess. I think a bit of planning BEFORE starting data analysis/ programming would help, but I don't know how. Please help! Thank you!"
,,2019-03-20 07:51:49.949131+00:00,Windows,,I don't use version control and I don't know what it is,Other,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,Wiki; PDF; HMTL,I'm not using a web-based repository,I have no programming experience,I do not know what most of these commands do,No and I don't know what it is,Clinical Medicine,Introduction to version control; Documentation; Reproducible research,
,,2019-03-27 12:07:29.479799+00:00,Linux,asfg,Git; Mercurial,Haskell,No and I don't know what it is,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No documentation; Doxygen; readthedocs.org,GitLab,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, Spyder, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Physical Sciences,Automated testing,gasdg
